stdout            | warning | The default linear solver fails, the fallback solver with total pivoting is started at time 0.000000. That might raise performance issues, for more information use -lv LOG_LS.
stdout            | info    | der(Wheel2.Roller3.v[3]) = 0.0349982
stdout            | info    | der(Wheel2.Wheel.T[1,1]) = 0.05
stdout            | info    | der(Wheel2.Wheel.T[1,2]) = -0.173205
stdout            | info    | der(Wheel2.Wheel.T[1,3]) = -0.0866025
stdout            | info    | der(Wheel2.Wheel.T[2,1]) = -0.2
stdout            | info    | der(Wheel2.Wheel.T[2,2]) = 0
stdout            | info    | der(Wheel2.Wheel.T[2,3]) = -6.93889e-18
stdout            | info    | der(Wheel2.Wheel.T[3,1]) = 0.0866025
stdout            | info    | der(Wheel2.Wheel.T[3,2]) = 0.1
stdout            | info    | der(Wheel2.Wheel.T[3,3]) = 0.05
stdout            | info    | der(Wheel2.Wheel.v[1]) = 0.01
stdout            | info    | der(Wheel2.Wheel.v[2]) = 2.58056e-16
stdout            | info    | der(Wheel2.Wheel.v[3]) = 0.0173205
stdout            | info    | der(Wheel3.Contact0.InPortB.omega[1]) = 1.47688e-12
stdout            | info    | der(Wheel3.Contact0.InPortB.omega[2]) = 7.07214e-13
stdout            | info    | der(Wheel3.Contact0.InPortB.omega[3]) = 3.75878e-13
stdout            | info    | der(Wheel3.Contact0.OBPB[1]) = 0.122474
stdout            | info    | der(Wheel3.Contact0.OBPB[2]) = 0
stdout            | info    | der(Wheel3.Contact0.OBPB[3]) = 0.0707107
stdout            | info    | der(Wheel3.Contact0.crs[1]) = 0.0866025
stdout            | info    | der(Wheel3.Contact0.crs[2]) = -0
stdout            | info    | der(Wheel3.Contact0.crs[3]) = 0.05
stdout            | info    | der(Wheel3.Contact0.lambda) = 9.81308e-18
stdout            | info    | der(Wheel3.Contact0.ni[1]) = 0.05
stdout            | info    | der(Wheel3.Contact0.ni[2]) = -0.2
stdout            | info    | der(Wheel3.Contact0.ni[3]) = -0.0866025
stdout            | info    | der(Wheel3.Contact0.nk[1]) = 0.0866025
stdout            | info    | der(Wheel3.Contact0.nk[2]) = -0
stdout            | info    | der(Wheel3.Contact0.nk[3]) = 0.05
stdout            | info    | der(Wheel3.Contact0.rB[1]) = 0.173205
stdout            | info    | der(Wheel3.Contact0.rB[2]) = -0.141421
stdout            | info    | der(Wheel3.Contact0.rB[3]) = 0.1
stdout            | info    | der(Wheel3.Contact0.relv[1]) = 0.00292893
stdout            | info    | der(Wheel3.Contact0.relv[2]) = 1.73472e-18
stdout            | info    | der(Wheel3.Contact0.relv[3]) = -0.00507306
stdout            | info    | der(Wheel3.Contact0.relvn) = 1.73472e-18
stdout            | info    | der(Wheel3.Contact0.rho[1]) = 0.173205
stdout            | info    | der(Wheel3.Contact0.rho[2]) = 0
stdout            | info    | der(Wheel3.Contact0.rho[3]) = 0.1
stdout            | info    | der(Wheel3.Contact1.InPortB.omega[1]) = -0.0173205
stdout            | info    | der(Wheel3.Contact1.InPortB.omega[2]) = 4.14522e-18
stdout            | info    | der(Wheel3.Contact1.InPortB.omega[3]) = -0.01
stdout            | info    | der(Wheel3.Contact1.OBPB[1]) = -0
stdout            | info    | der(Wheel3.Contact1.OBPB[2]) = -0
stdout            | info    | der(Wheel3.Contact1.OBPB[3]) = -0
stdout            | info    | der(Wheel3.Contact1.crs[1]) = -0.1
stdout            | info    | der(Wheel3.Contact1.crs[2]) = 0
stdout            | info    | der(Wheel3.Contact1.crs[3]) = 0.173205
stdout            | info    | der(Wheel3.Contact1.lambda) = 0
stdout            | info    | der(Wheel3.Contact1.ni[1]) = 0.173205
stdout            | info    | der(Wheel3.Contact1.ni[2]) = -3.1225e-17
stdout            | info    | der(Wheel3.Contact1.ni[3]) = 0.1
stdout            | info    | der(Wheel3.Contact1.nk[1]) = -2.16692e+14
stdout            | info    | der(Wheel3.Contact1.nk[2]) = 0
stdout            | info    | der(Wheel3.Contact1.nk[3]) = -7.22307e+13
stdout            | info    | der(Wheel3.Contact1.rB[1]) = -0.0181173
stdout            | info    | der(Wheel3.Contact1.rB[2]) = -0.282843
stdout            | info    | der(Wheel3.Contact1.rB[3]) = -0.0921097
stdout            | info    | der(Wheel3.Contact1.relv[1]) = -0.0467931
stdout            | info    | der(Wheel3.Contact1.relv[2]) = 0.052349
stdout            | info    | der(Wheel3.Contact1.relv[3]) = 0.0103374
stdout            | info    | der(Wheel3.Contact1.relvn) = 0.052349
stdout            | info    | der(Wheel3.Contact1.rho[1]) = 0.025
stdout            | info    | der(Wheel3.Contact1.rho[2]) = 0.2
stdout            | info    | der(Wheel3.Contact1.rho[3]) = 0.0433013
stdout            | info    | der(Wheel3.Contact2.InPortB.omega[1]) = 2.06776e-13
stdout            | info    | der(Wheel3.Contact2.InPortB.omega[2]) = 7.07212e-13
stdout            | info    | der(Wheel3.Contact2.InPortB.omega[3]) = -3.57415e-13
stdout            | info    | der(Wheel3.Contact2.OBPB[1]) = -0
stdout            | info    | der(Wheel3.Contact2.OBPB[2]) = -0
stdout            | info    | der(Wheel3.Contact2.OBPB[3]) = -0
stdout            | info    | der(Wheel3.Contact2.crs[1]) = -0.0866025
stdout            | info    | der(Wheel3.Contact2.crs[2]) = 0
stdout            | info    | der(Wheel3.Contact2.crs[3]) = -0.05
stdout            | info    | der(Wheel3.Contact2.lambda) = 0
stdout            | info    | der(Wheel3.Contact2.ni[1]) = -0.05
stdout            | info    | der(Wheel3.Contact2.ni[2]) = 0.2
stdout            | info    | der(Wheel3.Contact2.ni[3]) = 0.0866025
stdout            | info    | der(Wheel3.Contact2.nk[1]) = -0.0866025
stdout            | info    | der(Wheel3.Contact2.nk[2]) = 0
stdout            | info    | der(Wheel3.Contact2.nk[3]) = -0.05
stdout            | info    | der(Wheel3.Contact2.rB[1]) = 0.361116
stdout            | info    | der(Wheel3.Contact2.rB[2]) = -0.403166
stdout            | info    | der(Wheel3.Contact2.rB[3]) = 0.0573718
stdout            | info    | der(Wheel3.Contact2.relv[1]) = -0.0325273
stdout            | info    | der(Wheel3.Contact2.relv[2]) = -0.0282843
stdout            | info    | der(Wheel3.Contact2.relv[3]) = -0.0745335
stdout            | info    | der(Wheel3.Contact2.relvn) = -0.0282843
stdout            | info    | der(Wheel3.Contact2.rho[1]) = -0.173205
stdout            | info    | der(Wheel3.Contact2.rho[2]) = 0
stdout            | info    | der(Wheel3.Contact2.rho[3]) = -0.1
stdout            | info    | der(Wheel3.Contact3.InPortB.omega[1]) = -0.0173205
stdout            | info    | der(Wheel3.Contact3.InPortB.omega[2]) = -3.19873e-19
stdout            | info    | der(Wheel3.Contact3.InPortB.omega[3]) = -0.01
stdout            | info    | der(Wheel3.Contact3.OBPB[1]) = -0
stdout            | info    | der(Wheel3.Contact3.OBPB[2]) = -0
stdout            | info    | der(Wheel3.Contact3.OBPB[3]) = -0
stdout            | info    | der(Wheel3.Contact3.crs[1]) = 0.1
stdout            | info    | der(Wheel3.Contact3.crs[2]) = 0
stdout            | info    | der(Wheel3.Contact3.crs[3]) = -0.173205
stdout            | info    | der(Wheel3.Contact3.lambda) = 0
stdout            | info    | der(Wheel3.Contact3.ni[1]) = -0.173205
stdout            | info    | der(Wheel3.Contact3.ni[2]) = 3.98986e-17
stdout            | info    | der(Wheel3.Contact3.ni[3]) = -0.1
stdout            | info    | der(Wheel3.Contact3.nk[1]) = 2.16692e+14
stdout            | info    | der(Wheel3.Contact3.nk[2]) = 0
stdout            | info    | der(Wheel3.Contact3.nk[3]) = 7.22307e+13
stdout            | info    | der(Wheel3.Contact3.rB[1]) = -0.088828
stdout            | info    | der(Wheel3.Contact3.rB[2]) = 1.37571e-17
stdout            | info    | der(Wheel3.Contact3.rB[3]) = 0.0303648
stdout            | info    | der(Wheel3.Contact3.relv[1]) = 0.0144441
stdout            | info    | der(Wheel3.Contact3.relv[2]) = 0.052349
stdout            | info    | der(Wheel3.Contact3.relv[3]) = 0.0456927
stdout            | info    | der(Wheel3.Contact3.rho[1]) = -0.025
stdout            | info    | der(Wheel3.Contact3.rho[2]) = -0.2
stdout            | info    | der(Wheel3.Contact3.rho[3]) = -0.0433013
stdout            | info    | der(Wheel3.Joint0.vA[1]) = -0.00414214
stdout            | info    | der(Wheel3.Joint0.vA[2]) = 0.0282843
stdout            | info    | der(Wheel3.Joint0.vA[3]) = 0.00717439
stdout            | info    | der(Wheel3.Joint1.vA[1]) = -0.0206186
stdout            | info    | der(Wheel3.Joint1.vA[2]) = -2.91885e-13
stdout            | info    | der(Wheel3.Joint1.vA[3]) = -0.0349982
stdout            | info    | der(Wheel3.Joint2.vA[1]) = 0.0241421
stdout            | info    | der(Wheel3.Joint2.vA[2]) = -0.0282843
stdout            | info    | der(Wheel3.Joint2.vA[3]) = -0.0418154
stdout            | info    | der(Wheel3.Joint3.vA[1]) = 0.0406186
stdout            | info    | der(Wheel3.Joint3.vA[2]) = 2.91877e-13
stdout            | info    | der(Wheel3.Joint3.vA[3]) = 0.000357161
stdout            | info    | der(Wheel3.Roller0.T[1,1]) = 0.05
stdout            | info    | der(Wheel3.Roller0.T[1,2]) = 0.173205
stdout            | info    | der(Wheel3.Roller0.T[1,3]) = 0.0866025
stdout            | info    | der(Wheel3.Roller0.T[2,1]) = -0.2
stdout            | info    | der(Wheel3.Roller0.T[2,2]) = 0
stdout            | info    | der(Wheel3.Roller0.T[2,3]) = 0
stdout            | info    | der(Wheel3.Roller0.T[3,1]) = -0.0866025
stdout            | info    | der(Wheel3.Roller0.T[3,2]) = 0.1
stdout            | info    | der(Wheel3.Roller0.T[3,3]) = 0.05
stdout            | info    | der(Wheel3.Roller0.v[1]) = -0.00414214
stdout            | info    | der(Wheel3.Roller0.v[2]) = 0.0282843
stdout            | info    | der(Wheel3.Roller0.v[3]) = 0.00717439
stdout            | info    | der(Wheel3.Roller1.T[1,1]) = 0.173205
stdout            | info    | der(Wheel3.Roller1.T[1,2]) = -0.05
stdout            | info    | der(Wheel3.Roller1.T[1,3]) = 0.0866025
stdout            | info    | der(Wheel3.Roller1.T[2,1]) = -3.1225e-17
stdout            | info    | der(Wheel3.Roller1.T[2,2]) = 0.2
stdout            | info    | der(Wheel3.Roller1.T[2,3]) = -1.73472e-17
stdout            | info    | der(Wheel3.Roller1.T[3,1]) = 0.1
stdout            | info    | der(Wheel3.Roller1.T[3,2]) = 0.0866025
stdout            | info    | der(Wheel3.Roller1.T[3,3]) = 0.05
stdout            | info    | der(Wheel3.Roller1.v[1]) = -0.0206186
stdout            | info    | der(Wheel3.Roller1.v[2]) = -2.91885e-13
stdout            | info    | der(Wheel3.Roller1.v[3]) = -0.0349982
stdout            | info    | der(Wheel3.Roller2.T[1,1]) = -0.05
stdout            | info    | der(Wheel3.Roller2.T[1,2]) = -0.173205
stdout            | info    | der(Wheel3.Roller2.T[1,3]) = 0.0866025
stdout            | info    | der(Wheel3.Roller2.T[2,1]) = 0.2
stdout            | info    | der(Wheel3.Roller2.T[2,2]) = 2.26548e-17
stdout            | info    | der(Wheel3.Roller2.T[2,3]) = 0
stdout            | info    | der(Wheel3.Roller2.T[3,1]) = 0.0866025
stdout            | info    | der(Wheel3.Roller2.T[3,2]) = -0.1
stdout            | info    | der(Wheel3.Roller2.T[3,3]) = 0.05
stdout            | info    | der(Wheel3.Roller2.v[1]) = 0.0241421
stdout            | info    | der(Wheel3.Roller2.v[2]) = -0.0282843
stdout            | info    | der(Wheel3.Roller2.v[3]) = -0.0418154
stdout            | info    | der(Wheel3.Roller3.T[1,1]) = -0.173205
stdout            | info    | der(Wheel3.Roller3.T[1,2]) = 0.05
stdout            | info    | der(Wheel3.Roller3.T[1,3]) = 0.0866025
stdout            | info    | der(Wheel3.Roller3.T[2,1]) = 3.98986e-17
stdout            | info    | der(Wheel3.Roller3.T[2,2]) = -0.2
stdout            | info    | der(Wheel3.Roller3.T[2,3]) = 1.38778e-17
stdout            | info    | der(Wheel3.Roller3.T[3,1]) = -0.1
stdout            | info    | der(Wheel3.Roller3.T[3,2]) = -0.0866025
stdout            | info    | der(Wheel3.Roller3.T[3,3]) = 0.05
stdout            | info    | der(Wheel3.Roller3.v[1]) = 0.0406186
stdout            | info    | der(Wheel3.Roller3.v[2]) = 2.91877e-13
stdout            | info    | der(Wheel3.Roller3.v[3]) = 0.000357161
stdout            | info    | der(Wheel3.Wheel.T[1,1]) = 0.05
stdout            | info    | der(Wheel3.Wheel.T[1,2]) = 0.173205
stdout            | info    | der(Wheel3.Wheel.T[1,3]) = 0.0866025
stdout            | info    | der(Wheel3.Wheel.T[2,1]) = -0.2
stdout            | info    | der(Wheel3.Wheel.T[2,2]) = 0
stdout            | info    | der(Wheel3.Wheel.T[2,3]) = 0
stdout            | info    | der(Wheel3.Wheel.T[3,1]) = -0.0866025
stdout            | info    | der(Wheel3.Wheel.T[3,2]) = 0.1
stdout            | info    | der(Wheel3.Wheel.T[3,3]) = 0.05
stdout            | info    | der(Wheel3.Wheel.v[2]) = -1.73472e-18
stdout            | info    | Floor.OutPort.T[1,1] = 1
stdout            | info    | Floor.OutPort.T[1,2] = 0
stdout            | info    | Floor.OutPort.T[1,3] = 0
stdout            | info    | Floor.OutPort.T[2,1] = 0
stdout            | info    | Floor.OutPort.T[2,2] = 1
stdout            | info    | Floor.OutPort.T[2,3] = 0
stdout            | info    | Floor.OutPort.T[3,1] = 0
stdout            | info    | Floor.OutPort.T[3,2] = 0
stdout            | info    | Floor.OutPort.T[3,3] = 1
stdout            | info    | Floor.OutPort.a[1] = 0
stdout            | info    | Floor.OutPort.a[2] = 0
stdout            | info    | Floor.OutPort.a[3] = 0
stdout            | info    | Floor.OutPort.epsilon[1] = 0
stdout            | info    | Floor.OutPort.epsilon[2] = 0
stdout            | info    | Floor.OutPort.epsilon[3] = 0
stdout            | info    | Floor.OutPort.omega[1] = 0
stdout            | info    | Floor.OutPort.omega[2] = 0
stdout            | info    | Floor.OutPort.omega[3] = 0
stdout            | info    | Floor.OutPort.r[1] = 0
stdout            | info    | Floor.OutPort.r[2] = 0
stdout            | info    | Floor.OutPort.r[3] = 0
stdout            | info    | Floor.OutPort.v[1] = 0
stdout            | info    | Floor.OutPort.v[2] = 0
stdout            | info    | Floor.OutPort.v[3] = 0
stdout            | info    | Joint1.InPortA.epsilon[1] = 8.24469e-13
stdout            | info    | Joint1.InPortA.epsilon[2] = 7.07214e-13
stdout            | info    | Joint1.InPortA.epsilon[3] = 0.02
stdout            | info    | Joint1.InPortA.omega[1] = -0.2
stdout            | info    | Joint1.InPortA.omega[2] = 0.1
stdout            | info    | Joint1.InPortA.omega[3] = -4.44089e-17
stdout            | info    | Joint1.InPortB.epsilon[1] = -1.74662e-15
stdout            | info    | Joint1.InPortB.epsilon[2] = 7.07214e-13
stdout            | info    | Joint1.InPortB.epsilon[3] = 9.29812e-16
stdout            | info    | Joint1.InPortB.omega[1] = 0
stdout            | info    | Joint1.InPortB.omega[2] = 0.1
stdout            | info    | Joint1.InPortB.omega[3] = 0
stdout            | info    | Joint1.M = 0
stdout            | info    | Joint1.OutPortA.F[1] = -0.1
stdout            | info    | Joint1.OutPortA.F[2] = -3.33333
stdout            | info    | Joint1.OutPortA.F[3] = -2.44617e-12
stdout            | info    | Joint1.OutPortA.M[1] = -1.19562e-16
stdout            | info    | Joint1.OutPortA.M[2] = 2.82881e-12
stdout            | info    | Joint1.OutPortA.M[3] = 0.1
stdout            | info    | Joint1.RA[1] = 2
stdout            | info    | Joint1.RA[2] = 1
stdout            | info    | Joint1.RA[3] = 0
stdout            | info    | Joint1.RB[1] = 2
stdout            | info    | Joint1.RB[2] = 1
stdout            | info    | Joint1.RB[3] = 0
stdout            | info    | Joint1.epsilonr[1] = -8.2622e-13
stdout            | info    | Joint1.epsilonr[2] = -0
stdout            | info    | Joint1.epsilonr[3] = -1.83458e-28
stdout            | info    | Joint1.lambda = -8.2622e-13
stdout            | info    | Joint1.nAi[1] = 1
stdout            | info    | Joint1.nAi[2] = 0
stdout            | info    | Joint1.nAi[3] = 2.22045e-16
stdout            | info    | Joint1.omegar[1] = 0.2
stdout            | info    | Joint1.omegar[2] = 0
stdout            | info    | Joint1.omegar[3] = 4.44089e-17
stdout            | info    | Joint1.vA[1] = 0
stdout            | info    | Joint1.vA[2] = -0.141421
stdout            | info    | Joint1.vA[3] = -0.2
stdout            | info    | Joint2.InPortA.epsilon[1] = 0.0173205
stdout            | info    | Joint2.InPortA.epsilon[2] = 7.07212e-13
stdout            | info    | Joint2.InPortA.epsilon[3] = -0.01
stdout            | info    | Joint2.InPortA.omega[1] = 0.1
stdout            | info    | Joint2.InPortA.omega[2] = 0.1
stdout            | info    | Joint2.InPortA.omega[3] = 0.173205
stdout            | info    | Joint2.M = 0
stdout            | info    | Joint2.OutPortA.F[1] = 0.05
stdout            | info    | Joint2.OutPortA.F[2] = -3.33333
stdout            | info    | Joint2.OutPortA.F[3] = 0.0866025
stdout            | info    | Joint2.OutPortA.M[1] = 0.0866025
stdout            | info    | Joint2.OutPortA.M[2] = 2.82885e-12
stdout            | info    | Joint2.OutPortA.M[3] = -0.05
stdout            | info    | Joint2.RA[1] = -1
stdout            | info    | Joint2.RA[2] = 1
stdout            | info    | Joint2.RA[3] = -1.73205
stdout            | info    | Joint2.RB[1] = -1
stdout            | info    | Joint2.RB[2] = 1
stdout            | info    | Joint2.RB[3] = -1.73205
stdout            | info    | Joint2.epsilonr[1] = 1.63768e-12
stdout            | info    | Joint2.epsilonr[2] = -0
stdout            | info    | Joint2.epsilonr[3] = 2.83654e-12
stdout            | info    | Joint2.lambda = -3.27535e-12
stdout            | info    | Joint2.nAi[1] = -0.5
stdout            | info    | Joint2.nAi[2] = 0
stdout            | info    | Joint2.nAi[3] = -0.866025
stdout            | info    | Joint2.omegar[1] = -0.1
stdout            | info    | Joint2.omegar[2] = 0
stdout            | info    | Joint2.omegar[3] = -0.173205
stdout            | info    | Joint2.vA[1] = -0.173205
stdout            | info    | Joint2.vA[2] = -0.141421
stdout            | info    | Joint2.vA[3] = 0.1
stdout            | info    | Joint3.InPortA.epsilon[1] = -0.0173205
stdout            | info    | Joint3.InPortA.epsilon[2] = 7.07212e-13
stdout            | info    | Joint3.InPortA.epsilon[3] = -0.01
stdout            | info    | Joint3.InPortA.omega[1] = 0.1
stdout            | info    | Joint3.InPortA.omega[2] = 0.1
stdout            | info    | Joint3.InPortA.omega[3] = -0.173205
stdout            | info    | Joint3.M = 0
stdout            | info    | Joint3.OutPortA.F[1] = 0.05
stdout            | info    | Joint3.OutPortA.F[2] = -3.33333
stdout            | info    | Joint3.OutPortA.F[3] = -0.0866025
stdout            | info    | Joint3.OutPortA.M[1] = -0.0866025
stdout            | info    | Joint3.OutPortA.M[2] = 2.82882e-12
stdout            | info    | Joint3.OutPortA.M[3] = -0.05
stdout            | info    | Joint3.RA[1] = -1
stdout            | info    | Joint3.RA[2] = 1
stdout            | info    | Joint3.RA[3] = 1.73205
stdout            | info    | Joint3.RB[1] = -1
stdout            | info    | Joint3.RB[2] = 1
stdout            | info    | Joint3.RB[3] = 1.73205
stdout            | info    | Joint3.epsilonr[1] = -2.07183e-13
stdout            | info    | Joint3.epsilonr[2] = 0
stdout            | info    | Joint3.epsilonr[3] = 3.58851e-13
stdout            | info    | Joint3.lambda = 4.14366e-13
stdout            | info    | Joint3.nAi[1] = -0.5
stdout            | info    | Joint3.nAi[2] = 0
stdout            | info    | Joint3.nAi[3] = 0.866025
stdout            | info    | Joint3.omegar[1] = -0.1
stdout            | info    | Joint3.omegar[2] = 0
stdout            | info    | Joint3.omegar[3] = 0.173205
stdout            | info    | Joint3.vA[1] = 0.173205
stdout            | info    | Joint3.vA[2] = -0.141421
stdout            | info    | Joint3.vA[3] = 0.1
stdout            | info    | Platform.F[1] = 5.55119e-12
stdout            | info    | Platform.F[2] = -1.77636e-14
stdout            | info    | Platform.F[3] = -2.31309e-12
stdout            | info    | Platform.M[1] = -1.98018e-16
stdout            | info    | Platform.M[2] = 7.07214e-13
stdout            | info    | Platform.M[3] = 1.8913e-16
stdout            | info    | Platform.T[1,1] = 1
stdout            | info    | Platform.T[1,2] = 0
stdout            | info    | Platform.T[1,3] = 0
stdout            | info    | Platform.T[2,1] = 0
stdout            | info    | Platform.T[2,2] = 1
stdout            | info    | Platform.T[2,3] = 0
stdout            | info    | Platform.T[3,1] = 0
stdout            | info    | Platform.T[3,2] = 0
stdout            | info    | Platform.T[3,3] = 1
stdout            | info    | Platform.a[1] = 5.55119e-13
stdout            | info    | Platform.a[2] = -1.77636e-15
stdout            | info    | Platform.a[3] = -2.31309e-13
stdout            | info    | Platform.epsilon[1] = 7.49952e-17
stdout            | info    | Platform.epsilon[2] = 7.07214e-13
stdout            | info    | Platform.epsilon[3] = -4.50332e-17
stdout            | info    | Platform.v[1] = 0
stdout            | info    | Platform.v[2] = -0.141421
stdout            | info    | Platform.v[3] = 0
stdout            | info    | Wheel1.Contact0.Drelvn = 0
stdout            | info    | Wheel1.Contact0.Forcen = 8.33333
stdout            | info    | Wheel1.Contact0.Forcet[1] = 3.70074e-11
stdout            | info    | Wheel1.Contact0.Forcet[2] = 0
stdout            | info    | Wheel1.Contact0.Forcet[3] = -5.78241e-12
stdout            | info    | Wheel1.Contact0.InPortB.epsilon[1] = 8.24473e-13
stdout            | info    | Wheel1.Contact0.InPortB.epsilon[2] = 7.07214e-13
stdout            | info    | Wheel1.Contact0.InPortB.epsilon[3] = 1.08384e-11
stdout            | info    | Wheel1.Contact0.InPortB.omega[1] = -0.2
stdout            | info    | Wheel1.Contact0.InPortB.omega[2] = 0.1
stdout            | info    | Wheel1.Contact0.InPortB.omega[3] = -4.44089e-17
stdout            | info    | Wheel1.Contact0.OBPB[1] = 0
stdout            | info    | Wheel1.Contact0.OBPB[2] = -0.292893
stdout            | info    | Wheel1.Contact0.OBPB[3] = 0
stdout            | info    | Wheel1.Contact0.OutPortA.M[1] = -0
stdout            | info    | Wheel1.Contact0.OutPortA.M[2] = -0
stdout            | info    | Wheel1.Contact0.OutPortA.M[3] = -0
stdout            | info    | Wheel1.Contact0.OutPortB.F[1] = 3.70074e-11
stdout            | info    | Wheel1.Contact0.OutPortB.F[2] = 8.33333
stdout            | info    | Wheel1.Contact0.OutPortB.F[3] = -5.78241e-12
stdout            | info    | Wheel1.Contact0.OutPortB.M[1] = 0
stdout            | info    | Wheel1.Contact0.OutPortB.M[2] = 0
stdout            | info    | Wheel1.Contact0.OutPortB.M[3] = 0
stdout            | info    | Wheel1.Contact0.cosBtwAxisAndVert = 0
stdout            | info    | Wheel1.Contact0.crs[1] = 1
stdout            | info    | Wheel1.Contact0.crs[2] = -0
stdout            | info    | Wheel1.Contact0.crs[3] = 2.22045e-16
stdout            | info    | Wheel1.Contact0.isInContact = 1
stdout            | info    | Wheel1.Contact0.j = 1
stdout            | info    | Wheel1.Contact0.lambda = 0
stdout            | info    | Wheel1.Contact0.mu = 0
stdout            | info    | Wheel1.Contact0.ni[1] = 2.22045e-16
stdout            | info    | Wheel1.Contact0.ni[2] = 0
stdout            | info    | Wheel1.Contact0.ni[3] = -1
stdout            | info    | Wheel1.Contact0.nk[1] = 1
stdout            | info    | Wheel1.Contact0.nk[2] = -0
stdout            | info    | Wheel1.Contact0.nk[3] = 2.22045e-16
stdout            | info    | Wheel1.Contact0.rA[2] = 0
stdout            | info    | Wheel1.Contact0.rB[1] = 2
stdout            | info    | Wheel1.Contact0.rB[2] = 0
stdout            | info    | Wheel1.Contact0.rB[3] = 0
stdout            | info    | Wheel1.Contact0.relv[1] = -4.44089e-17
stdout            | info    | Wheel1.Contact0.relv[2] = -0.141421
stdout            | info    | Wheel1.Contact0.relv[3] = 6.93889e-18
stdout            | info    | Wheel1.Contact0.relvn = -0.141421
stdout            | info    | Wheel1.Contact0.relvt[1] = -4.44089e-17
stdout            | info    | Wheel1.Contact0.relvt[2] = 0
stdout            | info    | Wheel1.Contact0.relvt[3] = 6.93889e-18
stdout            | info    | Wheel1.Contact0.relvtsqrt = 4.49478e-17
stdout            | info    | Wheel1.Contact0.rho[1] = 0
stdout            | info    | Wheel1.Contact0.rho[2] = 1
stdout            | info    | Wheel1.Contact0.rho[3] = 0
stdout            | info    | Wheel1.Contact0.vA[1] = 0
stdout            | info    | Wheel1.Contact0.vA[2] = 0
stdout            | info    | Wheel1.Contact0.vA[3] = 0
stdout            | info    | Wheel1.Contact0.vAn = 0
stdout            | info    | Wheel1.Contact0.vAt[1] = 0
stdout            | info    | Wheel1.Contact0.vAt[2] = 0
stdout            | info    | Wheel1.Contact0.vAt[3] = 0
stdout            | info    | Wheel1.Contact0.vBn = -0.141421
stdout            | info    | Wheel1.Contact0.vBt[1] = -4.44089e-17
stdout            | info    | Wheel1.Contact0.vBt[2] = 0
stdout            | info    | Wheel1.Contact0.vBt[3] = 6.93889e-18
stdout            | info    | Wheel1.Contact1.Drelvn = 0.052349
stdout            | info    | Wheel1.Contact1.Forcen = 0
stdout            | info    | Wheel1.Contact1.Forcet[1] = 0
stdout            | info    | Wheel1.Contact1.Forcet[2] = 0
stdout            | info    | Wheel1.Contact1.Forcet[3] = 0
stdout            | info    | Wheel1.Contact1.InPortB.epsilon[1] = 8.24467e-13
stdout            | info    | Wheel1.Contact1.InPortB.epsilon[2] = 2.96536e-18
stdout            | info    | Wheel1.Contact1.InPortB.epsilon[3] = 0.02
stdout            | info    | Wheel1.Contact1.InPortB.omega[1] = -0.2
stdout            | info    | Wheel1.Contact1.InPortB.omega[2] = 0.1
stdout            | info    | Wheel1.Contact1.InPortB.omega[3] = -6.04901e-17
stdout            | info    | Wheel1.Contact1.OBPB[1] = -0
stdout            | info    | Wheel1.Contact1.OBPB[2] = -1
stdout            | info    | Wheel1.Contact1.OBPB[3] = -0
stdout            | info    | Wheel1.Contact1.OutPortA.M[1] = -0
stdout            | info    | Wheel1.Contact1.OutPortA.M[2] = -0
stdout            | info    | Wheel1.Contact1.OutPortA.M[3] = -0
stdout            | info    | Wheel1.Contact1.OutPortB.F[1] = 0
stdout            | info    | Wheel1.Contact1.OutPortB.F[2] = 0
stdout            | info    | Wheel1.Contact1.OutPortB.F[3] = 0
stdout            | info    | Wheel1.Contact1.OutPortB.M[1] = 0
stdout            | info    | Wheel1.Contact1.OutPortB.M[2] = 0
stdout            | info    | Wheel1.Contact1.OutPortB.M[3] = 0
stdout            | info    | Wheel1.Contact1.cosBtwAxisAndVert = 1
stdout            | info    | Wheel1.Contact1.crs[1] = 2.22045e-16
stdout            | info    | Wheel1.Contact1.crs[2] = -0
stdout            | info    | Wheel1.Contact1.crs[3] = 0
stdout            | info    | Wheel1.Contact1.isInContact = 0
stdout            | info    | Wheel1.Contact1.j = 2
stdout            | info    | Wheel1.Contact1.lambda = 0
stdout            | info    | Wheel1.Contact1.mu = 0
stdout            | info    | Wheel1.Contact1.ni[1] = 0
stdout            | info    | Wheel1.Contact1.ni[2] = 1
stdout            | info    | Wheel1.Contact1.ni[3] = -2.22045e-16
stdout            | info    | Wheel1.Contact1.nk[1] = 1
stdout            | info    | Wheel1.Contact1.nk[2] = -0
stdout            | info    | Wheel1.Contact1.nk[3] = 0
stdout            | info    | Wheel1.Contact1.rA[2] = 0
stdout            | info    | Wheel1.Contact1.rB[1] = 2
stdout            | info    | Wheel1.Contact1.rB[2] = -0.308724
stdout            | info    | Wheel1.Contact1.rB[3] = 0.707107
stdout            | info    | Wheel1.Contact1.relv[1] = -0.0707107
stdout            | info    | Wheel1.Contact1.relv[2] = -0.282843
stdout            | info    | Wheel1.Contact1.relv[3] = 0.0617449
stdout            | info    | Wheel1.Contact1.relvn = -0.282843
stdout            | info    | Wheel1.Contact1.relvt[1] = -0.0707107
stdout            | info    | Wheel1.Contact1.relvt[2] = 0
stdout            | info    | Wheel1.Contact1.relvt[3] = 0.0617449
