stdout            | warning | The default linear solver fails, the fallback solver with total pivoting is started at time 0.000000. That might raise performance issues, for more information use -lv LOG_LS.
stdout            | info    | Wheel1.Contact0.vA[1] = 0
stdout            | info    | Wheel1.Contact0.vA[2] = 0
stdout            | info    | Wheel1.Contact0.vA[3] = 0
stdout            | info    | Wheel1.Contact0.vAn = 0
stdout            | info    | Wheel1.Contact0.vAt[1] = 0
stdout            | info    | Wheel1.Contact0.vAt[2] = 0
stdout            | info    | Wheel1.Contact0.vAt[3] = 0
stdout            | info    | Wheel1.Contact0.vBn = -0.141421
stdout            | info    | Wheel1.Contact0.vBt[1] = -4.44089e-17
stdout            | info    | Wheel1.Contact0.vBt[2] = 0
stdout            | info    | Wheel1.Contact0.vBt[3] = 6.93889e-18
stdout            | info    | Wheel1.Contact1.Drelvn = 0.052349
stdout            | info    | Wheel1.Contact1.Forcen = 0
stdout            | info    | Wheel1.Contact1.Forcet[1] = 0
stdout            | info    | Wheel1.Contact1.Forcet[2] = 0
stdout            | info    | Wheel1.Contact1.Forcet[3] = 0
stdout            | info    | Wheel1.Contact1.InPortB.epsilon[1] = 8.252e-13
stdout            | info    | Wheel1.Contact1.InPortB.epsilon[2] = 5.84731e-18
stdout            | info    | Wheel1.Contact1.InPortB.epsilon[3] = 0.02
stdout            | info    | Wheel1.Contact1.InPortB.omega[1] = -0.2
stdout            | info    | Wheel1.Contact1.InPortB.omega[2] = 0.1
stdout            | info    | Wheel1.Contact1.InPortB.omega[3] = -6.66134e-17
stdout            | info    | Wheel1.Contact1.OBPB[1] = -0
stdout            | info    | Wheel1.Contact1.OBPB[2] = -1
stdout            | info    | Wheel1.Contact1.OBPB[3] = -0
stdout            | info    | Wheel1.Contact1.OutPortA.M[1] = -0
stdout            | info    | Wheel1.Contact1.OutPortA.M[2] = -0
stdout            | info    | Wheel1.Contact1.OutPortA.M[3] = -0
stdout            | info    | Wheel1.Contact1.OutPortB.F[1] = 0
stdout            | info    | Wheel1.Contact1.OutPortB.F[2] = 0
stdout            | info    | Wheel1.Contact1.OutPortB.F[3] = 0
stdout            | info    | Wheel1.Contact1.OutPortB.M[1] = 0
stdout            | info    | Wheel1.Contact1.OutPortB.M[2] = 0
stdout            | info    | Wheel1.Contact1.OutPortB.M[3] = 0
stdout            | info    | Wheel1.Contact1.cosBtwAxisAndVert = 1
stdout            | info    | Wheel1.Contact1.crs[1] = 2.22045e-16
stdout            | info    | Wheel1.Contact1.crs[2] = -0
stdout            | info    | Wheel1.Contact1.crs[3] = 0
stdout            | info    | Wheel1.Contact1.isInContact = 0
stdout            | info    | Wheel1.Contact1.j = 2
stdout            | info    | Wheel1.Contact1.lambda = 0
stdout            | info    | Wheel1.Contact1.mu = 0
stdout            | info    | Wheel1.Contact1.ni[1] = 0
stdout            | info    | Wheel1.Contact1.ni[2] = 1
stdout            | info    | Wheel1.Contact1.ni[3] = -2.22045e-16
stdout            | info    | Wheel1.Contact1.nk[1] = 1
stdout            | info    | Wheel1.Contact1.nk[2] = -0
stdout            | info    | Wheel1.Contact1.nk[3] = 0
stdout            | info    | Wheel1.Contact1.rA[2] = 0
stdout            | info    | Wheel1.Contact1.rB[1] = 2
stdout            | info    | Wheel1.Contact1.rB[2] = -0.308724
stdout            | info    | Wheel1.Contact1.rB[3] = 0.707107
stdout            | info    | Wheel1.Contact1.relv[1] = -0.0707107
stdout            | info    | Wheel1.Contact1.relv[2] = -0.282843
stdout            | info    | Wheel1.Contact1.relv[3] = 0.0617449
stdout            | info    | Wheel1.Contact1.relvn = -0.282843
stdout            | info    | Wheel1.Contact1.relvt[1] = -0.0707107
stdout            | info    | Wheel1.Contact1.relvt[2] = 0
stdout            | info    | Wheel1.Contact1.relvt[3] = 0.0617449
stdout            | info    | Wheel1.Contact1.relvtsqrt = 0.0938745
stdout            | info    | Wheel1.Contact1.rho[1] = 0
stdout            | info    | Wheel1.Contact1.rho[2] = 0
stdout            | info    | Wheel1.Contact1.rho[3] = -1
stdout            | info    | Wheel1.Contact1.vA[1] = 0
stdout            | info    | Wheel1.Contact1.vA[2] = 0
stdout            | info    | Wheel1.Contact1.vA[3] = 0
stdout            | info    | Wheel1.Contact1.vAn = 0
stdout            | info    | Wheel1.Contact1.vAt[1] = 0
stdout            | info    | Wheel1.Contact1.vAt[2] = 0
stdout            | info    | Wheel1.Contact1.vAt[3] = 0
stdout            | info    | Wheel1.Contact1.vBn = -0.282843
stdout            | info    | Wheel1.Contact1.vBt[1] = -0.0707107
stdout            | info    | Wheel1.Contact1.vBt[2] = 0
stdout            | info    | Wheel1.Contact1.vBt[3] = 0.0617449
stdout            | info    | Wheel1.Contact2.Drelvn = -0.0282843
stdout            | info    | Wheel1.Contact2.Forcen = -5.4454e-17
stdout            | info    | Wheel1.Contact2.Forcet[1] = 0
stdout            | info    | Wheel1.Contact2.Forcet[2] = 0
stdout            | info    | Wheel1.Contact2.Forcet[3] = 0
stdout            | info    | Wheel1.Contact2.InPortB.epsilon[1] = 8.25206e-13
stdout            | info    | Wheel1.Contact2.InPortB.epsilon[2] = -3.16851e-13
stdout            | info    | Wheel1.Contact2.InPortB.epsilon[3] = -4.64906e-16
stdout            | info    | Wheel1.Contact2.InPortB.omega[1] = -0.2
stdout            | info    | Wheel1.Contact2.InPortB.omega[2] = 0.1
stdout            | info    | Wheel1.Contact2.InPortB.omega[3] = -5.66554e-17
stdout            | info    | Wheel1.Contact2.OBPB[1] = -0
stdout            | info    | Wheel1.Contact2.OBPB[2] = -1
stdout            | info    | Wheel1.Contact2.OBPB[3] = -0
stdout            | info    | Wheel1.Contact2.OutPortA.M[1] = -0
stdout            | info    | Wheel1.Contact2.OutPortA.M[2] = -0
stdout            | info    | Wheel1.Contact2.OutPortA.M[3] = -0
stdout            | info    | Wheel1.Contact2.OutPortB.F[1] = 0
stdout            | info    | Wheel1.Contact2.OutPortB.F[2] = -5.4454e-17
stdout            | info    | Wheel1.Contact2.OutPortB.F[3] = 0
stdout            | info    | Wheel1.Contact2.OutPortB.M[1] = 0
stdout            | info    | Wheel1.Contact2.OutPortB.M[2] = 0
stdout            | info    | Wheel1.Contact2.OutPortB.M[3] = 0
stdout            | info    | Wheel1.Contact2.cosBtwAxisAndVert = 1.22465e-16
stdout            | info    | Wheel1.Contact2.crs[1] = -1
stdout            | info    | Wheel1.Contact2.crs[2] = 0
stdout            | info    | Wheel1.Contact2.crs[3] = -2.22045e-16
stdout            | info    | Wheel1.Contact2.isInContact = 0
stdout            | info    | Wheel1.Contact2.j = 2
stdout            | info    | Wheel1.Contact2.lambda = -0
stdout            | info    | Wheel1.Contact2.mu = 0
stdout            | info    | Wheel1.Contact2.ni[1] = -2.22045e-16
stdout            | info    | Wheel1.Contact2.ni[2] = 1.22465e-16
stdout            | info    | Wheel1.Contact2.ni[3] = 1
stdout            | info    | Wheel1.Contact2.nk[1] = -1
stdout            | info    | Wheel1.Contact2.nk[2] = 0
stdout            | info    | Wheel1.Contact2.nk[3] = -2.22045e-16
stdout            | info    | Wheel1.Contact2.rA[2] = 0
stdout            | info    | Wheel1.Contact2.rB[1] = 2
stdout            | info    | Wheel1.Contact2.rB[2] = 1.70711
stdout            | info    | Wheel1.Contact2.rB[3] = -1.30872
stdout            | info    | Wheel1.Contact2.relv[1] = -0.130872
stdout            | info    | Wheel1.Contact2.relv[2] = -0.403166
stdout            | info    | Wheel1.Contact2.relv[3] = -0.341421
stdout            | info    | Wheel1.Contact2.relvn = -0.403166
stdout            | info    | Wheel1.Contact2.relvt[1] = -0.130872
stdout            | info    | Wheel1.Contact2.relvt[2] = 0
stdout            | info    | Wheel1.Contact2.relvt[3] = -0.341421
stdout            | info    | Wheel1.Contact2.relvtsqrt = 0.365645
stdout            | info    | Wheel1.Contact2.rho[1] = 0
stdout            | info    | Wheel1.Contact2.rho[2] = -1
stdout            | info    | Wheel1.Contact2.rho[3] = 0
stdout            | info    | Wheel1.Contact2.vA[1] = 0
stdout            | info    | Wheel1.Contact2.vA[2] = 0
stdout            | info    | Wheel1.Contact2.vA[3] = 0
stdout            | info    | Wheel1.Contact2.vAn = 0
stdout            | info    | Wheel1.Contact2.vAt[1] = 0
stdout            | info    | Wheel1.Contact2.vAt[2] = 0
stdout            | info    | Wheel1.Contact2.vAt[3] = 0
stdout            | info    | Wheel1.Contact2.vBn = -0.403166
stdout            | info    | Wheel1.Contact2.vBt[1] = -0.130872
stdout            | info    | Wheel1.Contact2.vBt[2] = 0
stdout            | info    | Wheel1.Contact2.vBt[3] = -0.341421
stdout            | info    | Wheel1.Contact3.Drelvn = 0.052349
stdout            | info    | Wheel1.Contact3.Forcen = 0
stdout            | info    | Wheel1.Contact3.Forcet[1] = 0
stdout            | info    | Wheel1.Contact3.Forcet[2] = 0
stdout            | info    | Wheel1.Contact3.Forcet[3] = 0
stdout            | info    | Wheel1.Contact3.InPortB.epsilon[1] = 8.252e-13
stdout            | info    | Wheel1.Contact3.InPortB.epsilon[2] = 4.94321e-18
stdout            | info    | Wheel1.Contact3.InPortB.epsilon[3] = 0.02
stdout            | info    | Wheel1.Contact3.InPortB.omega[1] = -0.2
stdout            | info    | Wheel1.Contact3.InPortB.omega[2] = 0.1
stdout            | info    | Wheel1.Contact3.InPortB.omega[3] = -6.66134e-17
stdout            | info    | Wheel1.Contact3.OBPB[1] = -0
stdout            | info    | Wheel1.Contact3.OBPB[2] = -1
stdout            | info    | Wheel1.Contact3.OBPB[3] = -0
stdout            | info    | Wheel1.Contact3.OutPortA.M[1] = -0
stdout            | info    | Wheel1.Contact3.OutPortA.M[2] = -0
stdout            | info    | Wheel1.Contact3.OutPortA.M[3] = -0
stdout            | info    | Wheel1.Contact3.OutPortB.F[1] = 0
stdout            | info    | Wheel1.Contact3.OutPortB.F[2] = 0
stdout            | info    | Wheel1.Contact3.OutPortB.F[3] = 0
stdout            | info    | Wheel1.Contact3.OutPortB.M[1] = 0
stdout            | info    | Wheel1.Contact3.OutPortB.M[2] = 0
stdout            | info    | Wheel1.Contact3.OutPortB.M[3] = 0
stdout            | info    | Wheel1.Contact3.cosBtwAxisAndVert = -1
stdout            | info    | Wheel1.Contact3.crs[1] = -2.22045e-16
stdout            | info    | Wheel1.Contact3.crs[2] = 0
stdout            | info    | Wheel1.Contact3.crs[3] = 0
stdout            | info    | Wheel1.Contact3.isInContact = 0
stdout            | info    | Wheel1.Contact3.j = 3
stdout            | info    | Wheel1.Contact3.lambda = -0
stdout            | info    | Wheel1.Contact3.mu = 0
stdout            | info    | Wheel1.Contact3.ni[1] = 0
stdout            | info    | Wheel1.Contact3.ni[2] = -1
stdout            | info    | Wheel1.Contact3.ni[3] = 2.22045e-16
stdout            | info    | Wheel1.Contact3.nk[1] = -1
stdout            | info    | Wheel1.Contact3.nk[2] = 0
stdout            | info    | Wheel1.Contact3.nk[3] = 0
stdout            | info    | Wheel1.Contact3.rA[2] = 0
stdout            | info    | Wheel1.Contact3.rB[1] = 2
stdout            | info    | Wheel1.Contact3.rB[2] = -0.308724
stdout            | info    | Wheel1.Contact3.rB[3] = -0.707107
stdout            | info    | Wheel1.Contact3.relv[1] = 0.0707107
stdout            | info    | Wheel1.Contact3.relv[2] = 3.88578e-17
stdout            | info    | Wheel1.Contact3.relv[3] = 0.0617449
stdout            | info    | Wheel1.Contact3.relvn = 3.88578e-17
stdout            | info    | Wheel1.Contact3.relvt[1] = 0.0707107
stdout            | info    | Wheel1.Contact3.relvt[2] = 0
stdout            | info    | Wheel1.Contact3.relvt[3] = 0.0617449
stdout            | info    | Wheel1.Contact3.relvtsqrt = 0.0938745
stdout            | info    | Wheel1.Contact3.rho[1] = 0
stdout            | info    | Wheel1.Contact3.rho[2] = 0
stdout            | info    | Wheel1.Contact3.rho[3] = 1
stdout            | info    | Wheel1.Contact3.vA[1] = 0
stdout            | info    | Wheel1.Contact3.vA[2] = 0
stdout            | info    | Wheel1.Contact3.vA[3] = 0
stdout            | info    | Wheel1.Contact3.vAn = 0
stdout            | info    | Wheel1.Contact3.vAt[1] = 0
stdout            | info    | Wheel1.Contact3.vAt[2] = 0
stdout            | info    | Wheel1.Contact3.vAt[3] = 0
stdout            | info    | Wheel1.Contact3.vBn = 3.88578e-17
stdout            | info    | Wheel1.Contact3.vBt[1] = 0.0707107
stdout            | info    | Wheel1.Contact3.vBt[2] = 0
stdout            | info    | Wheel1.Contact3.vBt[3] = 0.0617449
stdout            | info    | Wheel1.Joint0.M = 0
stdout            | info    | Wheel1.Joint0.OutPortB.F[1] = -0.00828427
stdout            | info    | Wheel1.Joint0.OutPortB.F[2] = 7.30505
stdout            | info    | Wheel1.Joint0.OutPortB.F[3] = -4.21318e-12
stdout            | info    | Wheel1.Joint0.OutPortB.M[1] = 8.6751e-13
stdout            | info    | Wheel1.Joint0.OutPortB.M[2] = 3.16846e-13
stdout            | info    | Wheel1.Joint0.OutPortB.M[3] = -3.82728e-17
stdout            | info    | Wheel1.Joint0.RA[1] = 2
stdout            | info    | Wheel1.Joint0.RA[2] = 0.292893
stdout            | info    | Wheel1.Joint0.RA[3] = 0
stdout            | info    | Wheel1.Joint0.RB[1] = 2
stdout            | info    | Wheel1.Joint0.RB[2] = 0.292893
stdout            | info    | Wheel1.Joint0.RB[3] = 0
stdout            | info    | Wheel1.Joint0.epsilonr[1] = -4.44089e-18
stdout            | info    | Wheel1.Joint0.epsilonr[2] = -0
stdout            | info    | Wheel1.Joint0.epsilonr[3] = 0.02
stdout            | info    | Wheel1.Joint0.lambda = -0.02
stdout            | info    | Wheel1.Joint0.nAi[1] = 2.22045e-16
stdout            | info    | Wheel1.Joint0.nAi[2] = 0
stdout            | info    | Wheel1.Joint0.nAi[3] = -1
stdout            | info    | Wheel1.Joint0.omegar[1] = 0
stdout            | info    | Wheel1.Joint0.omegar[2] = 0
stdout            | info    | Wheel1.Joint0.omegar[3] = 0
stdout            | info    | Wheel1.Joint0.vA[1] = -3.14018e-17
stdout            | info    | Wheel1.Joint0.vA[2] = -0.141421
stdout            | info    | Wheel1.Joint0.vA[3] = -0.0585786
stdout            | info    | Wheel1.Joint1.M = 0
stdout            | info    | Wheel1.Joint1.OutPortB.F[1] = 0.02
stdout            | info    | Wheel1.Joint1.OutPortB.F[2] = -1
stdout            | info    | Wheel1.Joint1.OutPortB.F[3] = -0.0353553
stdout            | info    | Wheel1.Joint1.OutPortB.M[1] = -8.26115e-13
stdout            | info    | Wheel1.Joint1.OutPortB.M[2] = -6.72908e-18
stdout            | info    | Wheel1.Joint1.OutPortB.M[3] = -0.02
stdout            | info    | Wheel1.Joint1.RA[1] = 2
stdout            | info    | Wheel1.Joint1.RA[2] = 1
stdout            | info    | Wheel1.Joint1.RA[3] = 0.707107
stdout            | info    | Wheel1.Joint1.RB[1] = 2
stdout            | info    | Wheel1.Joint1.RB[2] = 1
stdout            | info    | Wheel1.Joint1.RB[3] = -0.707107
stdout            | info    | Wheel1.Joint1.epsilonr[1] = -0
stdout            | info    | Wheel1.Joint1.epsilonr[2] = -3.16857e-13
stdout            | info    | Wheel1.Joint1.epsilonr[3] = 7.03563e-29
stdout            | info    | Wheel1.Joint1.lambda = -3.16857e-13
stdout            | info    | Wheel1.Joint1.nAi[1] = 0
stdout            | info    | Wheel1.Joint1.nAi[2] = 1
stdout            | info    | Wheel1.Joint1.nAi[3] = -2.22045e-16
stdout            | info    | Wheel1.Joint1.omegar[1] = 0
stdout            | info    | Wheel1.Joint1.omegar[2] = 0
stdout            | info    | Wheel1.Joint1.omegar[3] = 2.22045e-17
stdout            | info    | Wheel1.Joint1.vA[1] = -0.0707107
stdout            | info    | Wheel1.Joint1.vA[2] = -0.282843
stdout            | info    | Wheel1.Joint1.vA[3] = -0.2
stdout            | info    | Wheel1.Joint2.M = 0
stdout            | info    | Wheel1.Joint2.OutPortB.F[1] = 0.0482843
stdout            | info    | Wheel1.Joint2.OutPortB.F[2] = -0.971716
stdout            | info    | Wheel1.Joint2.OutPortB.F[3] = 4.01576e-13
stdout            | info    | Wheel1.Joint2.OutPortB.M[1] = -8.2619e-13
stdout            | info    | Wheel1.Joint2.OutPortB.M[2] = 3.16852e-13
stdout            | info    | Wheel1.Joint2.OutPortB.M[3] = 7.20124e-16
stdout            | info    | Wheel1.Joint2.RA[1] = 2
stdout            | info    | Wheel1.Joint2.RA[2] = 1.70711
stdout            | info    | Wheel1.Joint2.RA[3] = 0
stdout            | info    | Wheel1.Joint2.RB[1] = 2
stdout            | info    | Wheel1.Joint2.RB[2] = 1.70711
stdout            | info    | Wheel1.Joint2.RB[3] = 0
stdout            | info    | Wheel1.Joint2.epsilonr[1] = -4.44089e-18
stdout            | info    | Wheel1.Joint2.epsilonr[2] = 2.44929e-18
stdout            | info    | Wheel1.Joint2.epsilonr[3] = 0.02
stdout            | info    | Wheel1.Joint2.lambda = 0.02
stdout            | info    | Wheel1.Joint2.nAi[1] = -2.22045e-16
stdout            | info    | Wheel1.Joint2.nAi[2] = 1.22465e-16
stdout            | info    | Wheel1.Joint2.nAi[3] = 1
stdout            | info    | Wheel1.Joint2.omegar[1] = 0
stdout            | info    | Wheel1.Joint2.omegar[2] = 0
stdout            | info    | Wheel1.Joint2.omegar[3] = 1.22465e-17
stdout            | info    | Wheel1.Joint2.vA[1] = 3.14018e-17
stdout            | info    | Wheel1.Joint2.vA[2] = -0.141421
stdout            | info    | Wheel1.Joint2.vA[3] = -0.341421
stdout            | info    | Wheel1.Joint3.M = 0
stdout            | info    | Wheel1.Joint3.OutPortB.F[1] = 0.02
stdout            | info    | Wheel1.Joint3.OutPortB.F[2] = -1
stdout            | info    | Wheel1.Joint3.OutPortB.F[3] = 0.0353553
stdout            | info    | Wheel1.Joint3.OutPortB.M[1] = -8.26115e-13
stdout            | info    | Wheel1.Joint3.OutPortB.M[2] = -4.44089e-18
stdout            | info    | Wheel1.Joint3.OutPortB.M[3] = -0.02
stdout            | info    | Wheel1.Joint3.RA[1] = 2
stdout            | info    | Wheel1.Joint3.RA[2] = 1
stdout            | info    | Wheel1.Joint3.RA[3] = -0.707107
stdout            | info    | Wheel1.Joint3.RB[1] = 2
stdout            | info    | Wheel1.Joint3.RB[2] = 1
stdout            | info    | Wheel1.Joint3.RB[3] = 0.707107
stdout            | info    | Wheel1.Joint3.epsilonr[1] = 0
stdout            | info    | Wheel1.Joint3.epsilonr[2] = -3.16856e-13
stdout            | info    | Wheel1.Joint3.epsilonr[3] = 7.03561e-29
stdout            | info    | Wheel1.Joint3.lambda = 3.16856e-13
stdout            | info    | Wheel1.Joint3.nAi[1] = 0
stdout            | info    | Wheel1.Joint3.nAi[2] = -1
stdout            | info    | Wheel1.Joint3.nAi[3] = 2.22045e-16
stdout            | info    | Wheel1.Joint3.omegar[1] = 0
stdout            | info    | Wheel1.Joint3.omegar[2] = 0
stdout            | info    | Wheel1.Joint3.omegar[3] = 2.22045e-17
stdout            | info    | Wheel1.Joint3.vA[1] = 0.0707107
stdout            | info    | Wheel1.Joint3.vA[2] = -2.77556e-17
stdout            | info    | Wheel1.Joint3.vA[3] = -0.2
stdout            | info    | Wheel1.Roller0.F[1] = 0.00828427
stdout            | info    | Wheel1.Roller0.F[2] = 0.0282843
stdout            | info    | Wheel1.Roller0.F[3] = -1.56924e-12
stdout            | info    | Wheel1.Roller0.M[1] = 8.26119e-13
stdout            | info    | Wheel1.Roller0.M[2] = -3.16846e-13
stdout            | info    | Wheel1.Roller0.M[3] = 1.08393e-11
stdout            | info    | Wheel1.Roller0.T[1,1] = 2.22045e-16
stdout            | info    | Wheel1.Roller0.T[1,2] = 0
stdout            | info    | Wheel1.Roller0.T[1,3] = 1
stdout            | info    | Wheel1.Roller0.T[2,1] = 0
stdout            | info    | Wheel1.Roller0.T[2,2] = 1
stdout            | info    | Wheel1.Roller0.T[2,3] = 0
stdout            | info    | Wheel1.Roller0.T[3,1] = -1
stdout            | info    | Wheel1.Roller0.T[3,2] = 0
stdout            | info    | Wheel1.Roller0.T[3,3] = 2.22045e-16
stdout            | info    | Wheel1.Roller0.a[1] = 0.00828427
stdout            | info    | Wheel1.Roller0.a[2] = 0.0282843
stdout            | info    | Wheel1.Roller0.a[3] = -1.56924e-12
stdout            | info    | Wheel1.Roller0.epsilon[1] = -1.08393e-11
stdout            | info    | Wheel1.Roller0.epsilon[2] = -3.16846e-13
stdout            | info    | Wheel1.Roller0.epsilon[3] = 8.26119e-13
stdout            | info    | Wheel1.Roller0.v[1] = -3.14018e-17
stdout            | info    | Wheel1.Roller0.v[2] = -0.141421
stdout            | info    | Wheel1.Roller0.v[3] = -0.0585786
stdout            | info    | Wheel1.Roller1.F[1] = -0.02
stdout            | info    | Wheel1.Roller1.F[2] = 5.84421e-13
stdout            | info    | Wheel1.Roller1.F[3] = 0.0353553
stdout            | info    | Wheel1.Roller1.M[1] = 8.26115e-13
stdout            | info    | Wheel1.Roller1.M[2] = 6.72908e-18
stdout            | info    | Wheel1.Roller1.M[3] = 0.02
stdout            | info    | Wheel1.Roller1.T[1,1] = 0
stdout            | info    | Wheel1.Roller1.T[1,2] = -2.22045e-16
stdout            | info    | Wheel1.Roller1.T[1,3] = 1
stdout            | info    | Wheel1.Roller1.T[2,1] = 1
stdout            | info    | Wheel1.Roller1.T[2,2] = 2.22045e-16
stdout            | info    | Wheel1.Roller1.T[2,3] = 0
stdout            | info    | Wheel1.Roller1.T[3,1] = -2.22045e-16
stdout            | info    | Wheel1.Roller1.T[3,2] = 1
stdout            | info    | Wheel1.Roller1.T[3,3] = 2.22045e-16
stdout            | info    | Wheel1.Roller1.a[1] = -0.02
stdout            | info    | Wheel1.Roller1.a[2] = 5.84421e-13
stdout            | info    | Wheel1.Roller1.a[3] = 0.0353553
stdout            | info    | Wheel1.Roller1.epsilon[1] = 2.28819e-18
stdout            | info    | Wheel1.Roller1.epsilon[2] = 0.02
stdout            | info    | Wheel1.Roller1.epsilon[3] = 8.26119e-13
stdout            | info    | Wheel1.Roller1.v[1] = -0.0707107
stdout            | info    | Wheel1.Roller1.v[2] = -0.282843
stdout            | info    | Wheel1.Roller1.v[3] = -0.2
stdout            | info    | Wheel1.Roller2.F[1] = -0.0482843
stdout            | info    | Wheel1.Roller2.F[2] = -0.0282843
stdout            | info    | Wheel1.Roller2.F[3] = -4.01576e-13
stdout            | info    | Wheel1.Roller2.M[1] = 8.26119e-13
stdout            | info    | Wheel1.Roller2.M[2] = -3.16852e-13
stdout            | info    | Wheel1.Roller2.M[3] = -7.20124e-16
stdout            | info    | Wheel1.Roller2.T[1,1] = -2.22045e-16
stdout            | info    | Wheel1.Roller2.T[1,2] = -2.46519e-32
stdout            | info    | Wheel1.Roller2.T[1,3] = 1
stdout            | info    | Wheel1.Roller2.T[2,1] = 1.22465e-16
stdout            | info    | Wheel1.Roller2.T[2,2] = -1
stdout            | info    | Wheel1.Roller2.T[2,3] = 0
stdout            | info    | Wheel1.Roller2.T[3,1] = 1
stdout            | info    | Wheel1.Roller2.T[3,2] = 1.22465e-16
stdout            | info    | Wheel1.Roller2.T[3,3] = 2.22045e-16
stdout            | info    | Wheel1.Roller2.a[1] = -0.0482843
stdout            | info    | Wheel1.Roller2.a[2] = -0.0282843
stdout            | info    | Wheel1.Roller2.a[3] = -4.01576e-13
stdout            | info    | Wheel1.Roller2.epsilon[1] = -7.20124e-16
stdout            | info    | Wheel1.Roller2.epsilon[2] = 3.16852e-13
stdout            | info    | Wheel1.Roller2.epsilon[3] = 8.26119e-13
stdout            | info    | Wheel1.Roller2.v[1] = 3.14018e-17
stdout            | info    | Wheel1.Roller2.v[2] = -0.141421
stdout            | info    | Wheel1.Roller2.v[3] = -0.341421
stdout            | info    | Wheel1.Roller3.F[1] = -0.02
stdout            | info    | Wheel1.Roller3.F[2] = -5.8431e-13
stdout            | info    | Wheel1.Roller3.F[3] = -0.0353553
stdout            | info    | Wheel1.Roller3.M[1] = 8.26115e-13
stdout            | info    | Wheel1.Roller3.M[2] = 4.44089e-18
stdout            | info    | Wheel1.Roller3.M[3] = 0.02
stdout            | info    | Wheel1.Roller3.T[1,1] = 0
stdout            | info    | Wheel1.Roller3.T[1,2] = 2.22045e-16
stdout            | info    | Wheel1.Roller3.T[1,3] = 1
stdout            | info    | Wheel1.Roller3.T[2,1] = -1
stdout            | info    | Wheel1.Roller3.T[2,2] = -2.22045e-16
stdout            | info    | Wheel1.Roller3.T[2,3] = 0
stdout            | info    | Wheel1.Roller3.T[3,1] = 2.22045e-16
stdout            | info    | Wheel1.Roller3.T[3,2] = -1
stdout            | info    | Wheel1.Roller3.T[3,3] = 2.22045e-16
stdout            | info    | Wheel1.Roller3.a[1] = -0.02
stdout            | info    | Wheel1.Roller3.a[2] = -5.8431e-13
stdout            | info    | Wheel1.Roller3.a[3] = -0.0353553
stdout            | info    | Wheel1.Roller3.epsilon[1] = -1.64181e-28
stdout            | info    | Wheel1.Roller3.epsilon[2] = -0.02
stdout            | info    | Wheel1.Roller3.epsilon[3] = 8.26119e-13
stdout            | info    | Wheel1.Roller3.v[1] = 0.0707107
stdout            | info    | Wheel1.Roller3.v[2] = -2.77556e-17
stdout            | info    | Wheel1.Roller3.v[3] = -0.2
stdout            | info    | Wheel1.Wheel.F[1] = -0.02
stdout            | info    | Wheel1.Wheel.F[2] = -8.88178e-16
stdout            | info    | Wheel1.Wheel.F[3] = -9.85403e-13
stdout            | info    | Wheel1.Wheel.M[1] = 8.25765e-13
stdout            | info    | Wheel1.Wheel.M[2] = -3.16857e-13
stdout            | info    | Wheel1.Wheel.M[3] = 0.02
stdout            | info    | Wheel1.Wheel.T[1,1] = 2.22045e-16
stdout            | info    | Wheel1.Wheel.T[1,2] = 0
stdout            | info    | Wheel1.Wheel.T[1,3] = 1
stdout            | info    | Wheel1.Wheel.T[2,1] = 0
stdout            | info    | Wheel1.Wheel.T[2,2] = 1
stdout            | info    | Wheel1.Wheel.T[2,3] = 0
stdout            | info    | Wheel1.Wheel.T[3,1] = -1
stdout            | info    | Wheel1.Wheel.T[3,2] = 0
stdout            | info    | Wheel1.Wheel.T[3,3] = 2.22045e-16
stdout            | info    | Wheel1.Wheel.a[1] = -0.02
stdout            | info    | Wheel1.Wheel.a[2] = -8.88178e-16
stdout            | info    | Wheel1.Wheel.a[3] = -9.85403e-13
stdout            | info    | Wheel1.Wheel.epsilon[1] = -0.02
stdout            | info    | Wheel1.Wheel.epsilon[2] = -3.16845e-13
stdout            | info    | Wheel1.Wheel.epsilon[3] = 8.2577e-13
stdout            | info    | Wheel1.Wheel.v[1] = 0
stdout            | info    | Wheel1.Wheel.v[2] = -0.141421
stdout            | info    | Wheel1.Wheel.v[3] = -0.2
stdout            | info    | Wheel1.w[1] = 0
stdout            | info    | Wheel1.w[2] = -0.707107
stdout            | info    | Wheel1.w[3] = 0
stdout            | info    | Wheel2.Contact0.Drelvn = 1.77722e-15
stdout            | info    | Wheel2.Contact0.Forcen = 8.33333
stdout            | info    | Wheel2.Contact0.Forcet[1] = 1.73472e-11
stdout            | info    | Wheel2.Contact0.Forcet[2] = 0
stdout            | info    | Wheel2.Contact0.Forcet[3] = 0
stdout            | info    | Wheel2.Contact0.InPortB.epsilon[1] = -1.12759e-12
stdout            | info    | Wheel2.Contact0.InPortB.epsilon[2] = -3.16847e-13
stdout            | info    | Wheel2.Contact0.InPortB.epsilon[3] = 3.12909e-12
stdout            | info    | Wheel2.Contact0.InPortB.omega[1] = 0.1
stdout            | info    | Wheel2.Contact0.InPortB.omega[2] = 0.1
stdout            | info    | Wheel2.Contact0.InPortB.omega[3] = 0.173205
stdout            | info    | Wheel2.Contact0.OBPB[1] = 0
stdout            | info    | Wheel2.Contact0.OBPB[2] = -0.292893
stdout            | info    | Wheel2.Contact0.OBPB[3] = 0
stdout            | info    | Wheel2.Contact0.OutPortA.M[1] = -0
